food_id,food_name,category,ingredients,contains_allergens,allergen_score,calories,protein_g,fat_g,carbs_g,sodium_mg,sugar_g,fiber_g,serving_size_g,is_vegan,is_gluten_free,is_dairy_free,price_usd,brand,country,spice_level,shelf_life_days,image_url,packaging_type,rating
3926,Chocolate,Dessert,"butter, milk, cocoa",dairy,0.09635060623106206,131,35.209615769267565,45.65467481539501,59.990889383930025,121,29.92667033450081,17.33375652657106,272,0,0,1,16.92,BrandC,Australia,4,77,https://source.unsplash.com/featured/?chocolate&sig=3926,Box,2.06
3927,Chocolate,Dessert,"sugar, butter, cocoa, milk",dairy,0.28548409337234204,506,17.37449359044094,2.2095396430499656,66.36951328817175,584,8.8866921643282,19.09331470666338,285,0,1,1,10.25,BrandC,UK,5,106,https://source.unsplash.com/featured/?chocolate&sig=3927,Box,3.64
3928,Sushi,Chinese,"rice, soy sauce, nori",soy,0.5828375136266477,261,11.407967900147987,45.45844706239619,94.17379397831901,623,0.32794480625851996,14.087157291468472,361,0,1,0,17.39,BrandC,India,1,87,https://source.unsplash.com/featured/?sushi&sig=3928,Bottle,3.8
3929,Curry,Indian,"spices, onion, tomato",,0.706997953201364,552,11.224599162470872,45.21483447785509,97.2672771622573,329,1.138869701308285,18.211071680810342,320,1,1,0,18.2,BrandB,India,5,227,https://source.unsplash.com/featured/?curry&sig=3929,Box,1.59
3930,Cake,Bakery,"egg, sugar, wheat flour, butter","gluten,egg",0.8149943582345204,391,35.681804298899166,46.97936601769888,53.16598426768319,275,18.72486846668912,16.46599124300427,375,0,0,1,3.94,BrandC,UK,1,232,https://source.unsplash.com/featured/?cake&sig=3930,Bottle,3.97
3931,Tacos,Fast Food,"lettuce, beef, tortilla",,0.4328358987799058,89,35.11626802992893,18.085334673178902,68.80979555417805,259,18.420662060532226,7.3611482799209815,333,1,0,1,3.46,BrandA,India,4,215,https://source.unsplash.com/featured/?tacos&sig=3931,Box,1.91
3932,Sushi,Chinese,"nori, soy sauce, rice, salmon",soy,0.24005571749383314,353,5.541544957637579,20.028739912176412,64.7384419377717,54,20.70082630642738,10.358718887274595,223,0,0,1,5.26,BrandD,Canada,5,119,https://source.unsplash.com/featured/?sushi&sig=3932,Bottle,2.17
3933,Chocolate,Dessert,"cocoa, milk, butter, sugar",dairy,0.8780650985008425,355,3.14062719250717,14.417171068065942,61.49180331170677,30,13.105888755328682,12.307691022831746,252,0,1,0,12.07,BrandD,Australia,4,89,https://source.unsplash.com/featured/?chocolate&sig=3933,Wrapper,2.61
3934,Cake,Bakery,"egg, sugar, wheat flour, butter","gluten,egg",0.5113217969405649,92,14.92089807951766,48.860158422989066,99.928284466719,782,3.2037488905510525,18.621063767057315,89,0,0,0,14.67,BrandC,Canada,5,103,https://source.unsplash.com/featured/?cake&sig=3934,Pouch,3.33
3935,Sushi,Chinese,"rice, salmon, soy sauce, nori",soy,0.47150939014405036,331,3.27694114750672,13.953891388676924,3.23228915291973,170,57.79709684038265,15.020099290067659,376,1,1,0,16.68,BrandC,UK,3,145,https://source.unsplash.com/featured/?sushi&sig=3935,Pouch,2.4
3936,Pasta,Italian,"olive oil, cheese, garlic, pasta, tomato",dairy,0.22106585899253395,172,12.643923905681591,48.521196721238724,43.48480077087624,612,49.20535120430263,5.678424521494185,92,1,0,0,11.86,BrandB,USA,5,184,https://source.unsplash.com/featured/?pasta&sig=3936,Pouch,3.08
3937,Salad,Snack,"lettuce, tomato, olive oil",,0.8056946625510175,161,10.041203233088432,43.92526549089394,41.311230786498314,587,24.43130566545181,9.252223762268589,420,1,1,0,6.14,BrandA,UK,1,44,https://source.unsplash.com/featured/?salad&sig=3937,Wrapper,4.58
3938,Tacos,Fast Food,"beef, lettuce, tortilla, cheese",dairy,0.490423246790614,370,25.58597898607774,18.81113476975704,4.74629640543915,109,11.101497967423107,12.240019743733148,368,1,1,1,15.86,BrandB,USA,3,67,https://source.unsplash.com/featured/?tacos&sig=3938,Box,4.97
3939,Ice Cream,Dessert,"sugar, cream, milk, vanilla",dairy,0.11742500071987261,300,1.6156827482336,49.179403713243715,78.14265560196321,228,15.43062147212073,1.2635662381546275,115,1,1,1,15.64,BrandE,Canada,2,204,https://source.unsplash.com/featured/?ice-cream&sig=3939,Bottle,4.99
3940,Dosa,Indian,"rice, lentils, oil",,0.5077515438484299,377,17.625538425955007,38.678578747812935,90.54712830425237,474,10.928566472502595,17.243950015790247,274,0,1,0,13.97,BrandE,USA,1,232,https://source.unsplash.com/featured/?dosa&sig=3940,Pouch,2.35
3941,Pasta,Italian,"pasta, olive oil, garlic",,0.3530476635521439,789,9.401038434890026,35.456224645220196,32.9708118754443,339,49.23447954088932,7.496939185179004,427,1,0,1,13.16,BrandC,India,3,189,https://source.unsplash.com/featured/?pasta&sig=3941,Bottle,1.96
3942,Sandwich,Fast Food,"lettuce, cheese, bread, mayonnaise, tomato",dairy,0.9053493498848064,119,12.822604730545189,18.02917724042161,71.87930915808353,187,4.871872009629561,4.233760815239589,386,0,1,0,11.81,BrandE,Canada,1,49,https://source.unsplash.com/featured/?sandwich&sig=3942,Pouch,3.78
3943,Milkshake,Beverage,"ice cream, milk, sugar",dairy,0.3628987841084472,644,21.632544637265987,11.543146783127693,22.953336752915977,118,52.023639122360336,0.6916817786620544,159,0,0,0,5.49,BrandB,India,2,54,https://source.unsplash.com/featured/?milkshake&sig=3943,Pouch,3.92
3944,Noodles,Chinese,"noodles, soy sauce, oil",soy,0.4487147129105895,441,16.67873984760665,16.09593793666071,59.473351051484954,326,59.373639209296904,11.770872562359758,184,1,1,1,6.38,BrandE,UK,4,286,https://source.unsplash.com/featured/?noodles&sig=3944,Wrapper,3.73
3945,Tacos,Fast Food,"lettuce, tortilla, beef, cheese",dairy,0.31617036821293165,712,16.384572238216315,44.52195063870603,11.53230300656421,233,26.979831165192657,13.710667196822913,77,0,1,1,2.98,BrandC,India,3,207,https://source.unsplash.com/featured/?tacos&sig=3945,Box,3.39
3946,Idli,Indian,"salt, lentils, rice",,0.46589321654128113,659,9.59471548434253,17.657501234666963,42.810723394663825,455,26.65283023337176,0.8305207779476587,243,0,1,1,10.63,BrandE,Canada,4,177,https://source.unsplash.com/featured/?idli&sig=3946,Bottle,3.25
3947,Bread,Bakery,"wheat flour, salt, water, yeast",gluten,0.5483116114773922,686,6.63215654705849,34.51193336036681,12.046174817788792,33,47.76651168052443,4.137935178954599,460,1,0,0,16.52,BrandB,Australia,3,269,https://source.unsplash.com/featured/?bread&sig=3947,Box,2.04
3948,Sandwich,Fast Food,"lettuce, bread, mayonnaise",,0.7478561468979855,461,16.733517767677323,7.534899471364536,67.76633807294903,142,27.490707987866124,18.080304825576036,236,0,0,1,4.63,BrandA,USA,3,146,https://source.unsplash.com/featured/?sandwich&sig=3948,Box,4.87
3949,Tacos,Fast Food,"cheese, tortilla, lettuce, beef",dairy,0.5498360209049272,258,19.887489743944606,48.31440239822327,50.1325517084244,296,51.64827467148541,5.198099493008208,244,0,0,0,16.43,BrandE,Canada,3,258,https://source.unsplash.com/featured/?tacos&sig=3949,Box,4.9
3950,Pizza,Fast Food,"cheese, wheat flour, tomato sauce","dairy,gluten",0.45699252498870246,493,29.116856716931117,10.960983945027266,20.370651713756065,456,33.83480270961599,19.067971099342166,127,1,1,1,15.46,BrandA,UK,1,46,https://source.unsplash.com/featured/?pizza&sig=3950,Pouch,2.29
3951,Salad,Snack,"lettuce, tomato, olive oil, cucumber",,0.893244041844426,189,30.76655486463235,28.012681867433272,21.68212401362534,545,43.67100960565613,19.197151830337095,67,0,1,0,11.68,BrandE,UK,1,263,https://source.unsplash.com/featured/?salad&sig=3951,Bottle,3.05
3952,Bread,Bakery,"yeast, water, salt, wheat flour",gluten,0.8922191541540574,368,7.134745306895192,27.833001084566707,24.248633155747385,372,45.82824270510067,4.862089701097732,244,1,0,1,2.66,BrandB,India,2,172,https://source.unsplash.com/featured/?bread&sig=3952,Box,4.13
3953,Pizza,Fast Food,"cheese, olive oil, tomato sauce, wheat flour, oregano","dairy,gluten",0.25992145071448247,246,16.164714103973424,24.0670041970841,43.50628187091344,118,0.6900433820773211,11.573131406391312,103,1,0,0,10.46,BrandE,USA,4,267,https://source.unsplash.com/featured/?pizza&sig=3953,Wrapper,2.09
3954,Curry,Indian,"onion, tomato, spices, oil",,0.6970485027158841,713,33.9412729384376,45.16354288374676,55.24609763544381,546,11.299611218386612,5.96192791088127,378,0,1,1,1.01,BrandD,Australia,5,164,https://source.unsplash.com/featured/?curry&sig=3954,Bottle,1.25
3955,Curry,Indian,"spices, tomato, oil",,0.2774243750066364,407,2.452649818810504,31.8496834533427,1.1239693557740642,724,58.62759812963004,15.132895546973124,218,1,0,0,8.92,BrandD,India,0,160,https://source.unsplash.com/featured/?curry&sig=3955,Pouch,3.45
3956,Samosa,Indian,"oil, wheat flour, potato, peas",gluten,0.48425460193796666,276,15.984421983156018,26.284618948645893,72.59262243547086,86,27.541838082770727,15.168933713354427,481,1,1,0,12.27,BrandC,India,3,217,https://source.unsplash.com/featured/?samosa&sig=3956,Wrapper,4.56
3957,Ice Cream,Dessert,"sugar, milk, vanilla, cream",dairy,0.4956908278436266,512,3.6798151137646697,4.446507871440992,86.41124122571591,601,16.332993867991533,0.5812364387864499,141,0,0,1,7.16,BrandA,Canada,4,287,https://source.unsplash.com/featured/?ice-cream&sig=3957,Wrapper,4.95
3958,Ice Cream,Dessert,"cream, sugar, milk",dairy,0.38748738796621873,67,5.037868435362221,29.432637239656138,8.0414484259276,782,5.5879353774836265,16.274965218162034,251,1,0,1,15.14,BrandA,India,0,184,https://source.unsplash.com/featured/?ice-cream&sig=3958,Pouch,4.58
3959,Samosa,Indian,"wheat flour, oil, peas, spices, potato",gluten,0.08264539518620273,453,21.78042585883059,3.5604483882665146,63.53412720263512,254,59.45299928213707,3.2001944454301734,189,0,1,0,7.21,BrandD,USA,4,58,https://source.unsplash.com/featured/?samosa&sig=3959,Pouch,4.2
3960,Soup,Snack,"salt, vegetables, water, pepper",,0.0395991988576041,602,29.642534485822313,32.061642709926886,84.56844432236572,291,55.11848185758479,3.681055531192323,379,1,0,1,16.42,BrandE,Australia,0,184,https://source.unsplash.com/featured/?soup&sig=3960,Wrapper,2.4
3961,Pizza,Fast Food,"cheese, tomato sauce, oregano, olive oil",dairy,0.4265384264961456,406,34.65790466828296,45.98795858707098,37.17578896167536,500,40.58489872205344,1.4356156635150086,261,1,0,0,7.89,BrandD,USA,3,287,https://source.unsplash.com/featured/?pizza&sig=3961,Pouch,1.53
3962,Sandwich,Fast Food,"lettuce, tomato, cheese, mayonnaise, bread",dairy,0.6401783799999937,294,1.5814180798369017,15.710048191726882,60.510497864814106,74,14.417721067329284,8.58162045594553,431,0,0,0,4.11,BrandD,USA,0,80,https://source.unsplash.com/featured/?sandwich&sig=3962,Pouch,2.38
3963,Dosa,Indian,"oil, lentils, rice",,0.2309992817045462,139,31.175605778917227,23.42548329542114,32.067712113761885,557,39.71905972137611,13.971769979885234,344,0,0,1,19.45,BrandB,Canada,5,100,https://source.unsplash.com/featured/?dosa&sig=3963,Wrapper,3.41
3964,Chocolate,Dessert,"milk, butter, sugar, cocoa",dairy,0.2649305362805118,667,39.804649750641566,43.978245536200205,51.574113087865996,601,20.742749333652853,16.46711573545996,232,1,0,1,17.52,BrandB,India,2,173,https://source.unsplash.com/featured/?chocolate&sig=3964,Pouch,4.3
3965,Milkshake,Beverage,"milk, ice cream, sugar",dairy,0.12298330726908291,455,33.850413373516524,38.37527831863066,68.83431903630255,12,51.8721208370616,4.867219542021919,181,1,0,0,3.8,BrandC,Canada,1,295,https://source.unsplash.com/featured/?milkshake&sig=3965,Bottle,3.85
3966,Chocolate,Dessert,"butter, milk, cocoa",dairy,0.9078772363417326,129,20.99006005547603,31.672995522714476,17.0031559297478,452,32.44209593609146,19.866507918454385,450,1,0,0,17.24,BrandA,Australia,5,288,https://source.unsplash.com/featured/?chocolate&sig=3966,Box,1.72
3967,Cake,Bakery,"egg, wheat flour, butter","gluten,egg",0.3268428068978003,776,23.259628558100996,27.458886921227233,40.24706899949468,435,52.333399348379025,8.505018897032903,395,1,1,1,14.43,BrandD,Australia,1,45,https://source.unsplash.com/featured/?cake&sig=3967,Box,2.53
3968,Idli,Indian,"lentils, salt, rice",,0.6283874284086803,639,27.218098204199585,9.672084971432763,7.0144095561657585,606,16.43707590355487,6.7712476901582015,496,1,0,1,10.51,BrandB,UK,4,175,https://source.unsplash.com/featured/?idli&sig=3968,Wrapper,1.56
3969,Pizza,Fast Food,"olive oil, wheat flour, tomato sauce, oregano",gluten,0.18064163293812296,436,2.752656067487364,12.435084501701063,37.41356797102456,199,4.935025446267776,14.02570977972342,460,0,1,1,5.38,BrandA,UK,3,281,https://source.unsplash.com/featured/?pizza&sig=3969,Box,1.55
3970,Salad,Snack,"olive oil, tomato, lettuce, cucumber",,0.9850065403037571,531,39.282092486460755,14.024768479058825,38.800680532875965,569,55.872706452737425,8.709465114780544,238,0,1,0,8.3,BrandA,Canada,5,93,https://source.unsplash.com/featured/?salad&sig=3970,Box,4.98
3971,Idli,Indian,"rice, lentils, salt",,0.6817033024574074,200,15.260223771719708,30.55427562117415,54.48657673753863,420,3.603841736547,2.1512869002651214,120,1,0,0,5.4,BrandE,UK,0,220,https://source.unsplash.com/featured/?idli&sig=3971,Pouch,1.43
3972,Burger,Fast Food,"tomato, bun, lettuce, beef patty, cheese",dairy,0.904579049710045,772,23.84539775366867,2.0210834729238023,29.521297159022616,532,53.881938320186975,2.1801623667533843,225,0,1,1,3.11,BrandD,UK,4,58,https://source.unsplash.com/featured/?burger&sig=3972,Wrapper,3.94
3973,Sandwich,Fast Food,"mayonnaise, lettuce, cheese",dairy,0.29348866047677724,376,19.277130906151722,37.0124815109781,23.768099237941616,350,11.602820525079416,11.830180992346937,493,1,1,0,16.51,BrandE,UK,3,120,https://source.unsplash.com/featured/?sandwich&sig=3973,Box,3.95
3974,Bread,Bakery,"water, salt, yeast, wheat flour",gluten,0.7401307543768585,299,22.009548083818768,29.207426742008007,76.3897391606851,64,2.1851021896485023,13.571011362967402,166,1,1,1,8.82,BrandA,UK,4,169,https://source.unsplash.com/featured/?bread&sig=3974,Wrapper,2.54
3975,Paratha,Indian,"butter, wheat flour, salt",gluten,0.9152337782495329,436,16.497090760685722,33.11217856740839,11.404775080407253,561,18.462916794350434,3.1399171869727627,485,1,0,1,8.26,BrandE,Canada,3,175,https://source.unsplash.com/featured/?paratha&sig=3975,Box,4.71
3976,Idli,Indian,"lentils, salt, rice",,0.05625850180377845,249,4.200685060993901,1.3446481544008941,52.67958064220273,426,20.09432325543601,5.512427311556949,298,0,1,1,11.23,BrandC,Australia,5,116,https://source.unsplash.com/featured/?idli&sig=3976,Box,3.81
3977,Samosa,Indian,"wheat flour, oil, peas, spices",gluten,0.9933488750855424,636,1.8172290874799586,11.338735925185459,81.8158115485164,248,7.657671958138861,9.420821015253678,119,0,1,0,9.99,BrandD,USA,0,209,https://source.unsplash.com/featured/?samosa&sig=3977,Wrapper,4.36
3978,Pizza,Fast Food,"tomato sauce, olive oil, cheese, oregano",dairy,0.07820345695819209,360,29.091812188444955,14.487411568951789,48.563168311188555,778,58.769065406546986,0.00742677595942709,475,1,1,0,2.23,BrandB,Canada,3,63,https://source.unsplash.com/featured/?pizza&sig=3978,Wrapper,1.78
3979,Noodles,Chinese,"oil, noodles, vegetables, soy sauce",soy,0.499894836926686,706,15.778900492816911,9.777058937581728,2.217705773408113,325,58.555931096266285,17.218261640404016,81,1,0,1,19.35,BrandA,USA,1,55,https://source.unsplash.com/featured/?noodles&sig=3979,Bottle,2.81
3980,Idli,Indian,"rice, salt, lentils",,0.9658340974669787,197,28.630782992014773,42.801240655928595,6.6042730033606825,75,19.835218731914342,0.4230356125742274,377,1,0,0,13.43,BrandA,Canada,0,288,https://source.unsplash.com/featured/?idli&sig=3980,Box,4.36
3981,Burger,Fast Food,"cheese, beef patty, lettuce",dairy,0.2027377392710744,799,24.999120457170037,3.249514344076936,88.1689194907957,226,10.274192811809872,8.618196317922767,453,0,1,1,19.69,BrandE,Australia,2,67,https://source.unsplash.com/featured/?burger&sig=3981,Box,1.88
3982,Bread,Bakery,"salt, yeast, water",,0.30117266907405404,714,33.33659525595137,44.70809376119152,80.18106734194234,492,43.02118544509601,10.741408512807574,396,1,0,0,6.47,BrandB,USA,3,58,https://source.unsplash.com/featured/?bread&sig=3982,Pouch,1.66
3983,Paratha,Indian,"butter, wheat flour, salt",gluten,0.17208459504702678,146,4.647701509854711,1.1016634794782911,3.354655744164666,460,46.91450973430136,2.5557315688141546,124,0,1,0,4.55,BrandE,Canada,5,298,https://source.unsplash.com/featured/?paratha&sig=3983,Pouch,3.09
3984,Pizza,Fast Food,"cheese, wheat flour, tomato sauce, olive oil, oregano","dairy,gluten",0.740234363004155,341,4.149551644989691,27.56918668223319,51.54094264331929,32,29.357322700046982,0.2134526974307982,79,0,0,0,13.78,BrandC,Canada,3,102,https://source.unsplash.com/featured/?pizza&sig=3984,Bottle,3.14
3985,Pasta,Italian,"garlic, tomato, olive oil",,0.5403169798284981,774,14.186737830048667,43.20880107139224,1.9841870593335575,99,36.76222100542179,6.619542555475279,209,1,0,1,12.4,BrandA,Canada,0,245,https://source.unsplash.com/featured/?pasta&sig=3985,Bottle,3.65
3986,Chocolate,Dessert,"sugar, cocoa, milk",dairy,0.8554931856009815,202,23.64904151847035,41.3246575438977,89.64340235857145,457,47.683625530806616,15.424295114448658,360,0,1,1,19.04,BrandC,USA,2,95,https://source.unsplash.com/featured/?chocolate&sig=3986,Bottle,1.44
3987,Noodles,Chinese,"noodles, oil, soy sauce",soy,0.15761390276745513,675,30.944782802614217,7.103751379302798,54.93766986313567,344,10.07561791149187,14.673157797998948,264,0,0,1,6.79,BrandB,UK,4,285,https://source.unsplash.com/featured/?noodles&sig=3987,Pouch,2.25
3988,Sandwich,Fast Food,"mayonnaise, bread, tomato",,0.9189074487725807,627,3.7977732316869037,9.453361224309457,26.946927636234438,318,59.36680681651707,7.738706416834409,310,1,0,1,10.62,BrandA,Canada,3,111,https://source.unsplash.com/featured/?sandwich&sig=3988,Bottle,3.3
3989,Pasta,Italian,"olive oil, pasta, cheese, garlic, tomato",dairy,0.5442267468873367,469,2.3828399314485784,14.100618476536063,39.45996098170862,192,9.22840067155591,6.7692406335667155,433,0,0,1,18.35,BrandC,India,0,167,https://source.unsplash.com/featured/?pasta&sig=3989,Wrapper,4.36
3990,Curry,Indian,"onion, spices, oil, tomato",,0.8899768423629576,406,36.89648463621902,22.491324123134948,27.16218519413868,782,24.468807154433,7.259626824586444,471,0,0,0,10.33,BrandB,UK,2,259,https://source.unsplash.com/featured/?curry&sig=3990,Bottle,3.85
3991,Samosa,Indian,"potato, peas, wheat flour",gluten,0.4791597873079735,291,21.589836393154346,2.709688833914866,76.81624662858293,647,1.6721259326663507,6.984241778555389,139,1,1,0,6.6,BrandC,USA,4,160,https://source.unsplash.com/featured/?samosa&sig=3991,Wrapper,3.93
3992,Ice Cream,Dessert,"cream, vanilla, sugar",,0.677184938605405,492,6.600657785953926,37.83116865202061,89.46807681229771,453,6.520810759971141,1.2485305525277846,263,1,0,1,4.14,BrandE,Canada,0,104,https://source.unsplash.com/featured/?ice-cream&sig=3992,Wrapper,3.45
3993,Curry,Indian,"spices, onion, oil, tomato",,0.8275651209137908,279,17.03811151380973,43.36408207811726,47.43476156697561,330,16.143896284048886,13.699869717890776,293,0,0,1,19.1,BrandD,UK,1,80,https://source.unsplash.com/featured/?curry&sig=3993,Pouch,4.17
3994,Cake,Bakery,"egg, sugar, wheat flour","gluten,egg",0.2900228497361731,464,23.580724310325646,8.831425154369276,3.2548056271884698,220,8.875007388852225,7.612630083648771,140,1,1,0,9.8,BrandE,Australia,0,136,https://source.unsplash.com/featured/?cake&sig=3994,Wrapper,4.83
3995,Chocolate,Dessert,"milk, sugar, cocoa, butter",dairy,0.6881021544200561,95,20.64817030399735,36.61302578162754,98.29624799915834,412,18.515263398852756,7.743808037278628,438,0,1,1,4.41,BrandD,Canada,3,72,https://source.unsplash.com/featured/?chocolate&sig=3995,Pouch,2.85
3996,Sushi,Chinese,"nori, salmon, rice",,0.8260090935395004,116,17.088038159842576,6.969912859002941,55.01234423692644,656,47.61555676397178,14.66622404595119,430,0,1,1,8.4,BrandA,USA,4,170,https://source.unsplash.com/featured/?sushi&sig=3996,Box,1.47
3997,Curry,Indian,"spices, onion, tomato",,0.23600278343919545,408,5.2806901977530885,48.82383491070912,54.98848351685885,117,46.74448438835771,7.228576883843316,325,1,0,0,13.19,BrandE,Australia,1,290,https://source.unsplash.com/featured/?curry&sig=3997,Bottle,3.46
3998,Sushi,Chinese,"nori, rice, soy sauce",soy,0.9423719729984447,314,7.579058666514097,37.29906430392617,59.998599777209336,484,1.0623174054183715,2.90412808965014,360,0,0,1,8.21,BrandC,India,4,291,https://source.unsplash.com/featured/?sushi&sig=3998,Wrapper,3.58
3999,Sushi,Chinese,"soy sauce, rice, nori, salmon",soy,0.48147690652992503,138,20.445576974470647,11.519629305610533,83.74477428601125,605,20.111508833584463,1.2046200724704081,420,1,0,0,15.57,BrandD,USA,3,40,https://source.unsplash.com/featured/?sushi&sig=3999,Wrapper,1.2
4000,Pasta,Italian,"pasta, garlic, olive oil, tomato, cheese",dairy,0.02428983004250429,522,28.268133542303797,29.94088574561691,8.019812694870794,697,15.66261908017212,7.2831660999957855,402,0,1,0,12.11,BrandD,India,3,187,https://source.unsplash.com/featured/?pasta&sig=4000,Bottle,2.44
4001,Chocolate,Dessert,"milk, cocoa, butter, sugar",dairy,0.23327480640358722,167,37.59501046102511,44.84661419014515,95.98195705962358,46,54.828789048931746,18.562933353723725,295,0,1,0,18.59,BrandD,Australia,0,220,https://source.unsplash.com/featured/?chocolate&sig=4001,Wrapper,3.23
4002,Sushi,Chinese,"rice, salmon, nori",,0.9137822934191158,618,3.0327179415456094,24.682821001584372,94.53747370771968,208,46.04267793958569,7.902160084327495,295,1,1,1,2.7,BrandE,Australia,5,196,https://source.unsplash.com/featured/?sushi&sig=4002,Box,1.14
4003,Dosa,Indian,"lentils, rice, oil",,0.6479822486430784,82,4.965776776321439,29.19158623034083,66.09792210188185,781,17.748041734178045,1.7343565766261548,494,0,1,1,2.62,BrandE,India,2,130,https://source.unsplash.com/featured/?dosa&sig=4003,Bottle,2.29
4004,Soup,Snack,"pepper, salt, vegetables, water",,0.572597259071535,476,3.2625563417583967,38.77822822871525,76.47383795842539,41,20.170595392901426,2.8377631726279673,297,0,0,0,17.48,BrandC,USA,3,41,https://source.unsplash.com/featured/?soup&sig=4004,Bottle,1.66
4005,Salad,Snack,"lettuce, olive oil, cucumber",,0.964243726127767,616,10.49565024659136,32.331798366394615,56.80345651240753,81,46.61110775349693,13.541364489199436,220,0,0,0,11.35,BrandE,Canada,5,238,https://source.unsplash.com/featured/?salad&sig=4005,Pouch,2.55
4006,Biryani,Indian,"chicken, onion, rice",,0.35763333305198375,268,4.168421602697335,21.370900110021154,11.364797857119424,27,30.405472686376623,5.659880412550605,178,1,0,1,14.13,BrandB,India,2,271,https://source.unsplash.com/featured/?biryani&sig=4006,Wrapper,3.75
4007,Pasta,Italian,"olive oil, tomato, pasta",,0.8635385089634706,178,3.865280479639684,38.15095033293455,58.76820443845354,543,31.566951738784876,3.85000490033242,355,0,1,1,12.57,BrandE,UK,5,45,https://source.unsplash.com/featured/?pasta&sig=4007,Bottle,1.0
4008,Cake,Bakery,"sugar, butter, wheat flour, egg","egg,gluten",0.3718894092471978,118,1.4157873241390537,19.467863944171445,87.09862211064507,403,29.915383866095098,7.023920368243475,364,0,1,0,3.11,BrandC,Canada,3,140,https://source.unsplash.com/featured/?cake&sig=4008,Box,1.16
4009,Chocolate,Dessert,"sugar, butter, cocoa, milk",dairy,0.6912399043734531,510,18.49022240649635,10.695429585230235,32.36920060041666,696,3.8816270318432,13.678799697452783,154,0,0,1,5.38,BrandC,USA,1,114,https://source.unsplash.com/featured/?chocolate&sig=4009,Pouch,4.68
4010,Sushi,Chinese,"rice, soy sauce, salmon, nori",soy,0.11664123648289915,290,21.747712845285413,17.508689656191585,43.0379045045486,72,13.717670814826668,3.8188653305036224,234,1,1,1,4.01,BrandA,India,1,256,https://source.unsplash.com/featured/?sushi&sig=4010,Pouch,1.96
4011,Paratha,Indian,"butter, wheat flour, salt",gluten,0.9892651972237152,68,11.227507306096216,40.40476089594953,41.92135415156418,401,13.909123091676152,0.5416328040658125,117,0,1,1,15.51,BrandE,UK,3,64,https://source.unsplash.com/featured/?paratha&sig=4011,Box,4.17
4012,Cake,Bakery,"butter, wheat flour, sugar",gluten,0.5969700335851084,795,25.39195724282522,46.955613430484874,82.69703512143735,384,0.6418838105328284,14.45213093010949,432,1,0,0,14.63,BrandE,India,1,43,https://source.unsplash.com/featured/?cake&sig=4012,Wrapper,3.37
4013,Sandwich,Fast Food,"bread, tomato, lettuce",,0.37044136921642645,744,9.768910874280431,19.624390558355625,12.855319740556553,314,2.2175097806884514,6.048496092803255,472,0,1,1,15.38,BrandB,UK,5,264,https://source.unsplash.com/featured/?sandwich&sig=4013,Bottle,1.15
4014,Soup,Snack,"salt, vegetables, pepper",,0.8852579512468959,510,19.032706514408652,38.015683091702165,58.31859271918078,554,30.54251591469219,1.5664953961012507,440,0,0,0,7.7,BrandD,Australia,2,79,https://source.unsplash.com/featured/?soup&sig=4014,Bottle,4.87
4015,Biryani,Indian,"rice, spices, chicken, yogurt, onion",,0.2280965276755802,184,5.516618161255719,14.533148717219808,18.953199023860947,640,49.85064200494613,2.350432109298679,435,0,0,0,8.2,BrandB,Canada,0,279,https://source.unsplash.com/featured/?biryani&sig=4015,Pouch,1.77
4016,Chocolate,Dessert,"milk, cocoa, sugar",dairy,0.655173417342193,630,28.337760256066517,41.54268279481738,69.40436795437073,713,2.1428594125949196,0.9948381428553099,268,0,0,1,6.78,BrandE,USA,5,161,https://source.unsplash.com/featured/?chocolate&sig=4016,Box,3.07
4017,Biryani,Indian,"onion, chicken, spices, rice, yogurt",,0.5010305396564396,449,30.55828711191298,26.592459358564874,50.39930593739286,76,25.597110560456183,8.354279519537787,476,0,1,1,19.71,BrandC,Australia,0,147,https://source.unsplash.com/featured/?biryani&sig=4017,Wrapper,2.61
4018,Chocolate,Dessert,"butter, milk, cocoa, sugar",dairy,0.6462081202302344,218,28.19564602075788,21.633251922023316,18.873673120035477,168,5.333982809973616,0.5889385393391322,391,1,0,0,14.43,BrandD,India,1,30,https://source.unsplash.com/featured/?chocolate&sig=4018,Bottle,1.81
4019,Idli,Indian,"rice, lentils, salt",,0.3400001227727236,303,29.139694123897602,44.19028603100027,5.644461745779722,612,28.22308932036963,16.53766985713242,452,1,0,0,19.11,BrandB,UK,5,126,https://source.unsplash.com/featured/?idli&sig=4019,Pouch,3.38
4020,Noodles,Chinese,"noodles, vegetables, soy sauce",soy,0.6437235975069197,711,17.07070634817788,35.925261406037414,65.0037494034788,138,54.73958673860239,14.483077949803773,323,0,1,1,3.56,BrandA,USA,3,140,https://source.unsplash.com/featured/?noodles&sig=4020,Bottle,4.48
4021,Salad,Snack,"cucumber, lettuce, tomato",,0.2195879136480534,286,12.316712581716603,13.892612473449867,27.447566116241582,28,20.38387063070639,10.133325872319588,101,0,0,0,16.19,BrandE,India,2,254,https://source.unsplash.com/featured/?salad&sig=4021,Box,1.95
4022,Pizza,Fast Food,"wheat flour, cheese, oregano, tomato sauce, olive oil","dairy,gluten",0.3062346814030801,189,38.706495359642005,36.18162248687442,93.71073660475632,684,53.56184731457529,1.3291203252695705,402,0,1,0,8.72,BrandE,USA,2,158,https://source.unsplash.com/featured/?pizza&sig=4022,Bottle,1.9
